name_a,name_b
TSL, Transportation Security Laboratory
tsn, Tswana language (ISO 639-2 code)
tso, Tsonga language (ISO 639-2 code)
TSR,"many, including Terminate and Stay Resident; see entry"
TSSIA, The Subject Says It All
tt, Tatar language (ISO 639-1 code)
TTCT,Torrance Tests of Creative Thinking
TTD, Trinidad and Tobago dollar (ISO 4217 currency code)
TTO, Trinidad and Tobago (ISO 3166 trigram)
TTFN, Ta Ta For Now
TTTEAF,Thomas the Tank Engine and Friends
TTY, TeleTYpewriter (Printer)
TTYL,  To You Later (Internet slang)
TTZ, Tetrazolium
TU," Technische Universität (German for ""Technical University"") - Thammasat University (Thailand) -  Turkey (FIPS 10-4 country code)"
TUC, Trades Union Congress
TUG, TeX Users Group
TUI,"(a/i) Text-based user interface (cf. CLI), among other uses"
tuk, Turkmen language (ISO 639-2 code)
TUN, Tunisia (ISO 3166 trigram)
TUNS, Technical University of Nova Scotia
Tur, Turkish language (ISO 639-2 code)
TUR, Turkey (ISO 3166 trigram)
TUSK, Tank Urban Survival Kit
TUV, Tuvalu (ISO 3166 trigram)
Tv," Time value, a designation seen on some camera dials for shutter priority mode"
TVA, Tennessee Valley Authority
TVR, TreVor (Wilkinson) Racing
TVS, Tornado vortex signature
tw, Twi language (ISO 639-1 code)
TW, Republic of China (Taiwan) (ISO 3166 and FIPS 10-4 country code digram) - Terawatt
TWAIN, Technology Without An Interesting Name
TWD, Taiwan dollar (ISO 4217 currency code)
TWE, Trans World Entertainment
twi, Twi language (ISO 639-2 code)
TWI, The Welding Institute
TWN, Republic of China (Taiwan) (ISO 3166 trigram)
TWP, Technical Working Paper
TWS, Thermal Weapon Sight - Track While Scan
TWIP, Take What Insurance Pays - When a surgeon agrees to accept a lower payment than he ordinarily would for a procedure and not charge the patient the difference
TX, Texas (postal symbol) - Transmit - Turkmenistan (FIPS 10-4 country code)
TXV,Thermostatic Expansion Valve
ty, Tahitian language (ISO 639-1 code)
TYT,Take Your Time - Internet chat abbreviation
TZ, Tanzania (ISO 3166 and FIPS 10-4 country code digram)
TZA, Tanzania (ISO 3166 trigram)
TZC, Tetrazolium chloride
TZS, Tanzanian shilling (ISO 4217 currency code)
U, Uranium
UA, Ukraine (ISO 3166 digram)  Unit of Action
UAAP, University Athletic Association of the Philippines
UAB, University of Alabama at Birmingham
UAE,"(i/s) United Arab Emirates (also IOC and FIFA trigram, but not ISO 3166)"
UBC, United Baptist Church - University of British Columbia
UBIGEO, Ubicación Geografica (Spanish for Geographical Location)
UBS, Unbundled Bitstream Services - United Bank of Switzerland - United Banque Suisse
UCBSA, United Cricket Board of South Africa
UCAV,(a/i) Unmanned Combat Air Vehicle
UCF, University of Central Florida
UCI," Union Cycliste Internationale (French, ""International Cycling Union"") - University of California, Irvine"
UCLA," University of California, Los Angeles"
UCLES, University of Cambridge Local Examinations Syndicate
UCR," University of Costa Rica - University of California, Riverside"
UCS, Union of Concerned Scientists
UCSB," University of California, Santa Barbara"
UCSD," University of California, San Diego"
UDAS, Uppsala-DLR Asteroid Survey
UDDI," Universal Description, Discovery and Integration"
UDP, User Datagram Protocol
UDT, Underwater Demolition Team
UDTS, Uppsala-DLR Trojan Survey
UE, Unit of Employment
UEFA, Union of European Football Associations
UEFI,(i/a) Unified Extensible Firmware Interface
UESAC, Uppsala-ESO Survey of Asteroids and Comets
UFC, Ultimate Fighting Championship
UFO, Unidentified Flying Object - United Farmers of Ontario
ug, Uyghur language (ISO 639-1 code)
UG, Uganda (ISO 3166 and FIPS 10-4 country code digram)
UGA, Uganda (ISO 3166 trigram)
UGV, Unmanned Ground Vehicle
UGX, Ugandan shilling (ISO 4217 currency code)
UHF, Ultra High Frequency
UHMW, Ultra-High Molecular Weight
UHRB, Ultra-High Resolution Building (simulation)
UIC, University of Illinois at Chicago
UID, User ID
uig, Uyghur language (ISO 639-2 code)
UIL," University Interscholastic League (governing body for most interscholastic activities, notably sports, in Texas public high schools)"
UIUC, University of Illinois at Urbana-Champaign
UJTL, Universal Joint Task List
uk, Ukrainian language (ISO 639-1 code)
UK, United Kingdom (also  FIPS 10-4 country code) - University of Kentucky
UKIP, United Kingdom Independence Party
ukr, Ukrainian language (ISO 639-2 code)
UKR, Ukraine (ISO 3166 trigram)
UL, Underwriters Laboratories
ULEB," Union des ligues européens de basket-ball, French for ""Union of European Basketball Leagues"""
ULF, Ultra Low Frequency
UM, U.S. Minor Outlying Islands (postal symbol; ISO 3166 digram)
UMBC," University of Maryland, Baltimore County"
UMC, United Microelectronics Corporation - University of Missouri-Columbia
UMCP, Unit Maintenance Collection Point
UMES, University of Maryland Eastern Shore
UMI, U.S. Minor Outlying Islands (ISO 3166 trigram)
UMIST, University of Manchester Institute of Science and Technology
UMK," Uniwersytet Mikołaja Kopernika (Polish ""Nicolaus Copernicus University"")"
UML, Unified Marxist-Leninist Communist Party of Nepal - Unified Modeling Language - University of Massachusetts Lowell - User-Mode Linux
UMTS, Universal Mobile Telecommunications System
UN, United Nations
UNABOM, University and airline bomber (FBI case name)
UNAIDS,(i/a) Joint United Nations Programme on HIV/AIDS
UNaM,"(p/a) Universidad Nacional de Misiones (Spanish, ""National University of Misiones"")"
UNAM," Universidad Nacional Autónoma de México (Spanish, ""National Autonomous University of Mexico"")"
UNAMSIL, United Nations Mission in Sierra Leone
UNCF, United Negro College Fund
UNCLOS, United Nations Convention on the Law of the Sea
UNCSGN, United Nations Conference on the Standardization of Geographical Names
UNCTAD, United Nations Conference on Trade and Development
UNDCP, United Nations Drug Control Programme
UNDE,(i/a) Union of National Defence Employees (Canada)
UNDP, United Nations Development Programme
UNEP, United Nations Environment Programme
UNESCO," United Nations Educational, Scientific and Cultural Organization"
UNFCCC, United Nations Framework Convention on Climate Change
UNFICYP, United Nations Peacekeeping Force in Cyprus
UNGEGN, United Nations Group of Experts on Geographical Names
UNHCR, United Nations High Commission (er) for Refugees
UNICEF, United Nations Children's Fund (originally the United Nations International Children's Emergency Fund)
UNICRI, United Nations Interregional Crime and Justice Research Institute
UNIDO, United Nations Industrial Development Organization
UNIFEM, United Nations Development Fund for Women (from the French Fonds de développement des Nations unies pour la femme)
UNIS," University of Surrey, Guildford, England"
UNLV," University of Nevada, Las Vegas"
UNMIK, United Nations Interim Administration Mission in Kosovo
UNMOVIC," United Nations Monitoring, Verification and Inspection Commission"
UNOSOM, United Nations Operations in Somalia
UNPROFOR, United Nations Protection Force (in former Yugoslavia)
UNRISD, United Nations Research Institute for Social Development
UNSM, Union of Nova Scotian Municipalities
UNTAC, United Nations Transitional Authority in Cambodia
UNTAET,(i/a) United Nations Transitional Administration in East Timor
UNU, United Nations University
UPdM, Università Popolare della Multimedialità
UPF," Universitat Pompeu Fabra (Catalan, ""Pompeu Fabra University"")"
UPI, United Press International
UPN, United Paramount Network
UPU, Universal Postal Union
ur, Urdu language (ISO 639-1 code)
UR," Soviet Union (NATO country code, obsolete 1992)"
URBSFA, Union royale belge des sociétés de football association (French for Royal Belgian Football Association)
urd, Urdu language (ISO 639-2 code)
URD, User Requirements Document
URL,"(a/i) Uniform Resource Locator (""earl"")"
URU," Uruguay (IOC and FIFA trigram, but not ISO 3166)"
URY, Uruguay (ISO 3166 trigram)
US, United States (also  ISO 3166 and FIPS 10-4 country code digram)
USAADAC," U.S. Army Air Defense Artillery Center, Fort Bliss, Texas"
USAARMC," U.S. Army ARMor Center, Fort Knox, Kentucky"
USAAVNC," U.S. Army AViatioN Center, Fort Rucker, Alabama"
USAF, United States Air Force
USAFSPC, U.S. Air Force Space Command
USAID,(a/i) United States Agency for International Development
USAPATRIOT, Uniting and Strengthening America by Providing Appropriate Tools Required to Intercept and Obstruct Terrorism
USAREUR, United States Army Europe
USB, Universal Serial Bus
USCG, United States Coast Guard
USCINCSPACE," United States Commander in Chief, Space Command"
"USD- (U.S.) Under-Secretary of Defense* USD(A&T), (U.S.) Under-Secretary of Defense (Acquisition and Technology), United States dollar (ISO 4217 currency code),USD(AT&L)"," (U.S.) Under-Secretary of Defense for Acquisition, Technology, and Logistics,USD(C) -  (U.S.) Under-Secretary of Defense (Comptroller)"
USDA, United States Department of Agriculture
USDI, United States Department of the Interior
USDOE, United States Department of Energy
USDRE, (U.S.) Under-Secretary of Defense for Research and Engineering (1978-1986)
USEC, United States Enrichment Corporation
USFL, United States Football League
USFWS, United States Fish and Wildlife Service
USGS, United States Geological Survey
USIA, United States Information Agency
USJFCOM, United States Joint Forces Command
USMC, United States Marine Corps
USMNT, United States men's national (soccer) team
USN, United States Navy
USNA, United States National Arboretum - United States Naval Academy
USNB, United States Naval Base
USNG, United States National Grid
USNH, United States Naval Hospital
USNI, United States Naval Institute
USNO, U.S. Naval Observatory
USNOFS, United States Naval Observatory Flagstaff Station
USNP, United States Newspaper Program
USNR, United States Navy Reserve
USNS, United States Naval Ship
USNY," University of the State of New York (usually pronounced ""use-knee"")"
USNZ, University Sport New Zealand
USPS, United States Postal Service
USPTO, United States Patent and Trademark Office
USS, United States ship (sometimes meaningless; see Star Trek)
USSPACECOM, United States Space Command
USSR, Union of Soviet Socialist Republics
UST, Underground Storage Tank
USTRANSCOM, United States Transportation Command
USWNT, United States women's national (soccer) team
UT, Universal Time
UTEP,(a/i) University of Texas at El Paso (pronounced you-tep)
UTM, Universal Transverse Mercator (geographical co-ordinate system)
UU, Unitarian Universalism - University of Utah - Unseen University
UUA, Unitarian Universalist Association
UUID, Universally Unique Identifier (see also GUID)
UUV, Unmanned Underwater Vehicle
UV, Burkina Faso (FIPS 10-4 country code; from Upper Volta) -  ultraviolet
UW, University of Washington
UWO, University of Western Ontario
UWT, Under Water Telephone
UWTG, Under Water Tug
UWW, United World Wrestling
UXO, Unexploded Ordnance
UY, Uruguay (ISO 3166 and FIPS 10-4 country code digram)
UYU, Uruguayan peso uruguayo (ISO 4217 currency code)
uz, Uzbek language (ISO 639-1 code)
UZ, Uzbekistan (ISO 3166 and FIPS 10-4 country code digram)
uzb, Uzbek language (ISO 639-2 code)
UZB, Uzbekistan (ISO 3166 trigram)
UZS, Uzbek som (ISO 4217 currency code)
V, 5 (in Roman numerals) - Vanadium - Volt
VA, Vatican City-State (ISO 3166 digram) -  Veterans Affairs (U.S. Department of) -  Virginia (postal symbol) -  Various Artists
VACIS, Vehicle And Container Inspection System
VACIS, Victorian Ambulance Clinical Information System
VANOS, Variable Nockenwelle System
VAO, Vienna Art Orchestra
VASIS, Visual Approach Slope Indicator System (aviation)
VAT, Value-Added Tax -  Vatican City-State (ISO 3166 trigram)
VB, Victoria Bitter (beer) - Visual Basic
VBA, Visual Basic for Applications
VC, Saint Vincent and the Grenadines (FIPS 10-4 country code; ISO 3166 digram) -  Victoria Cross
VCDS, (Canada) Vice-Chief of the Defence Staff -  VAG-COM Diagnostic System
vCJD, Variant Creutzfeldt-Jakob Disease
VCJCS," Vice Chairman, Joint Chiefs of Staff"
VCNO, (U.S.) Vice Chief of Naval Operations
VCR, Video cassette recorder
VCofS, Vice Chief of Staff
VCT, Saint Vincent and the Grenadines (ISO 3166 trigram)
VD," North Vietnam (ISO 3166 digram, obsolete 1977) -  Venereal Disease"
VDFS, VisualSVN Distributed File System (VDFS)
VDMOS,"(i/a) Vertical Double-diffused MOS transistor (""vee-dee-moss"")"
VDOT,"(i/a) Virginia Department of Transportation (""vee-dot"")"
VDR," North Vietnam (ISO 3166 trigram, obsolete 1977)"
ve, Venda language (ISO 639-1 code)
VE, Venezuela (FIPS 10-4 country code; ISO 3166 digram)
VEB, Venezuelan bolívar (ISO 4217 currency code)
VEEGA, Venus Earth Earth Gravity Assist manœuvre
ven, Venda language (ISO 639-2 code)
VEN, Venezuela (ISO 3166 trigram)
VERDI," Vittorio Emanuele Re D'Italia (Victor Emmanuel, King of Italy)"
VERITAS, Very Energetic Radiation Imaging Telescope Array System
VfD, s for deletion (used in Wikipedia)
VFL," Victorian Football League, the name of two distinct Australian rules football leagues:"
VFM, Value For Money
VFMO, Very Fast Moving Object (astronomy)
VFR, Visual Flight Rules
VFT, Virtual Function Table
VFW, Veterans of Foreign Wars
VG, British Virgin Islands (ISO 3166 digram)
VGB, British Virgin Islands (ISO 3166 trigram)
VH1,(a/i) Video Hits One
VHF, Very High Frequency
vi, Vietnamese language (ISO 639-1 code)
VI," 6 (in Roman numerals) - British Virgin Islands (FIPS 10-4 territory code) - U.S. Virgin Islands (postal symbol; ISO 3166 digram) -  vide infra (Latin, ""see below"") - Virtual Instrument (LabVIEW)"
VIA, Versatile Interface Adapter
VIC," Victoria, Australia (postal symbol) -  Video Interface Chip - Virginia Intermont College"
VIDS, Visual Information Display System
vie, Vietnamese language (ISO 639-2 code)
VII, 7 (in Roman numerals)
VIII, 8 (in Roman numerals)
VIN,(i/a) Vehicle Identification Number (ISO 3779)
VIP, see entry
VIR, U.S. Virgin Islands (ISO 3166 trigram) - Virgin Atlantic Airways (ICAO code)
VIS, Vavoua International School - Vienna Independent Shorts - Viewable Image Size - Visual Instruction Set
VISCII, VIetnamese Standard Code for Information Interchange
VIT, Vellore Institute of Technology
VIVO, Video In Video Out
VJ, Video Jockey
VK," Australia (ham radio code) -  Västerbottens-Kuriren, a Swedish daily newspaper"
VLA, Very Large Array - (UK) Veterinary Laboratories Agency
VLAD,(a/i) Vertical Line Array DIFAR
VLBA, Very Long Baseline Array
VLF, Very Low Frequency
VLIW, Very Long Instruction Word
VLPFC, VentroLateral PreFrontal Cortex
VLPMC, VentroLateral PreMotor Cortex
VLSF," Very Loud, Stink-Free"
VLSI, Very-large-scale integration
VLVS," Very Loud, Very Stinky"
VM, Vietnam (FIPS 10-4 country code)
VMASC,"(i/a) Virginia Modeling Analysis & Simulation Center (""vee-mask"")"
VMF, Variable Message Format
VMF,Marine Fighting Squadron of the United States Marine Corps
